,likes,replies,text,timestamp,user
212,0,0,After so much hype I'm here trying to watch this #Tizibika ... ,2018-02-09 19:46:21,WisemanSoko
213,5,0,#tizibika relating pa saliz level. I love this. Na uniform yaba St. Anne! ,2018-02-09 19:46:01,mulengachibunda
214,4,0,This #Tizibika show is on point. Well done @arushapot @Mister_Entitled,2018-02-09 19:45:44,mitch_hamalwa
215,4,0,"I was sad I missed #Tizibika.... 
I'm so happy I've caught it.  These ladies are priceless.  Love it already. 
And I have new love for Amanda aka Wezi lol yaba...",2018-02-09 19:44:12,Lud0freshe
216,6,1,@Mtrain187 I see you #tizibika,2018-02-09 19:43:44,MattyShawtie
217,8,0,@zambezimagictv Please #Tizibika should have no commercials like bwangu bwangu please tutambeko quality TV..     kweena,2018-02-09 19:43:00,Wolf92327
218,1,1,I know that feel. Same applies to #tizibika https://twitter.com/Luyandoo_/status/962042350255013890 …,2018-02-09 19:40:38,Frazer_Mtine
219,1,1,So some slay queens even have stable jobs? Slaying is a culture.  #Tizibika.,2018-02-09 19:39:48,Chaingaz
220,2,0,Can we have it everyday? It's been eight minutes and am sold. #Tizibika,2018-02-09 19:39:21,joyfullyfrances
221,0,0,Same feel when I watched #tizibika https://twitter.com/katakala/status/962041905021440000 …,2018-02-09 19:38:14,Frazer_Mtine
222,2,0,#Tizibika is lit,2018-02-09 19:37:53,mulengachibunda
223,3,0,Wezi is special #Tizibika,2018-02-09 19:36:53,linahdaizy
224,3,0,#Tizibika winning on Zambezi magic,2018-02-09 19:36:14,Fresh_Isthename
225,6,0,#tizibika be on another level. It's looks ...something fresh!,2018-02-09 19:35:15,mulengachibunda
226,5,1,"Tutambeko #Tizibika nomba, I love it  these girls are precious.",2018-02-09 19:34:24,joyfullyfrances
227,4,0,By the way in case you missed it last night #Tizibika is on now,2018-02-09 19:31:38,luchi7
228,0,0,"@zambezimagictv bring the good, the bad and the ugly. What the banana is #Vina  please next to #Tizibika",2018-02-09 19:30:34,djloso21
229,0,0,"patiently waiting to watch #Tizibika, it had better be worth it.",2018-02-09 19:30:27,mulengachibunda
230,6,1,Guys sorry #Tizibika repeat is actually on at 21:30 on @zambezimagictv Tonight.,2018-02-09 18:46:58,arushapot
231,10,0,"ICYMI: Catch the repeat of Zambia's newest mock-reality show #Tizibika this Friday at 21:30 CAT; and witness #WeziTizibika's attempt at fame.
#ZambeziMagichttps://cards.twitter.com/cards/18ce53zjjs9/5bo75 …",2018-02-09 14:19:29,zambezimagictv
232,0,0,Am so loving this #tizibika,2018-02-09 10:38:06,NatashaNana8
