,likes,replies,retweets,text,timestamp,user
205,1,0,1,Shout out to my girl Amy. You giving #Tizibika new life. Proud of you.,2018-02-16 19:37:54,malamakasanda
206,1,0,1,Watching #tizibika for the first time today and I must say I'm  can't stop ,2018-02-16 19:37:15,MwamwaT
207,1,0,1,#TIZIBIKA ,2018-02-16 19:33:13,IamDaRealJames
208,1,0,1,#tizibika ,2018-02-16 17:41:18,Mulako
209,3,0,2,Tizibika comes on too late(10pm)!!!! It should be right after Zuba please! #tizibika,2018-02-16 16:17:07,mz_obika
210,2,0,1,"Currently topping the #Trending list on #ZedTwitter:

#Tizibika",2018-02-16 12:32:55,ZedTrending
211,1,0,1,"#Tizibika is in a class of its own,  thanks #ZambesziMagic for another wonderful Zambian Show",2018-02-16 11:39:05,Mkay_Legends
212,10,0,2,"ICYMI: Check out the highlights from last night's episode of #Tizibika by clicking on the image below. 
Make sure to tune in for a repeat later tonight at 21:30 CAT
#ZambeziMagic",2018-02-16 11:16:52,zambezimagictv
213,4,0,2,#tizibika is some another level reasoning for TV. I love such minds,2018-02-16 10:24:51,PetersenZambia
214,3,2,2,@jeSuis_Amy  my namz booboo.... Lol this fireball is exactly that! Fire!!!! Love  working with you.... and taking selfies off set! #tizibika #ZambeziMagic #muaZambia #happysoulspic.twitter.com/BuhQ94JKd6,2018-02-16 10:20:37,kathlyn_47
215,2,1,1,Yeah... the Sosalas irritated me the most. Anyway when does #Tizibika show? And on what channel?,2018-02-16 8:20:07,ngoni_princesss
216,9,0,2,Thanks for the support on Tizibika show. Couldn't have done it without great directors as Nancy and Tozy.the team and actresses Wezi and Thandi are exclusive.#Tizibika,2018-02-16 7:26:03,KusalokaKabwit1
217,1,0,1,"I definitely love the concept, the two ladies are doing a great job. Kindly work on the extras/supporting actors whatever they are.#tizibika",2018-02-16 7:10:25,Mclan83
218,3,0,1,Now this is how you handle shit#Tizibika https://twitter.com/KukaMulenga/status/964237318075965441 …,2018-02-16 6:01:03,12bitPaalo
219,1,1,1,Come with me and Monde when we visit mum in Chingola lol #Tizibika,2018-02-16 5:14:35,MissNyambe
220,1,0,1,Banazikopa ninshi ba chita  aka sextape #tizibika,2018-02-16 4:56:45,kuxthedon
221,8,1,2,Me after Tizibika finishes and Vina comes on..What happened guys?#Tizibika pic.twitter.com/6xANhUK3BB,2018-02-16 4:33:07,MwambiK
222,6,0,2,can #tizibika be longer please? They're so many shows that it can replace ,2018-02-15 22:07:10,joannaakuzike
223,4,1,2,Thanks for support and am glad you enjoyed.#Tizibika,2018-02-15 22:01:03,KusalokaKabwit1
224,4,0,1,Compared to zuba #Tizibika makes more sense mweh,2018-02-15 21:43:47,NammmyK
225,4,1,1,ah ah Jangulu is Charles #Tizibika,2018-02-15 21:42:51,joannaakuzike
226,3,0,1,when they bleep out the name. We all know#Tizibika,2018-02-15 21:39:22,joannaakuzike
227,4,0,2,Yaaaasss #tizibika! When your #BaCharles does right by you..https://twitter.com/KukaMulenga/status/964251753981112321 …,2018-02-15 21:37:33,Nalahru
228,33,4,7,FINALLY watched #Tizibika its ARRRMMMAAAZZZIIINNGG!!! #wekeepmoving,2018-02-15 21:31:39,LuluHaangala
229,4,1,3,#Tizibika i would love to know the amazing director behind this cool show ...atlest #ZambeziMagic is bring us fun shows mwe,2018-02-15 21:26:29,RacheaRm
230,8,0,4,"Well Episode 2 #Tizibika not bad, I can tell that this will be my favourite show.",2018-02-15 21:24:59,MelissaShevon
231,2,0,2,@KatongoChiluba aty Tryness..#Tizibika,2018-02-15 21:17:26,MwambiK
232,2,1,2,Hehehe name change apo!  Ba Thandie.  Awe #Tizibika zoona,2018-02-15 21:12:02,Nalahru
233,6,2,2,Totally!!! That level creativity must be applauded!!! The ladies in it are soooo gorgeous and talented! I love it! It made me happy! #tizibika #ProudlyZambianhttps://twitter.com/mister_entitled/status/964231484809908224 …,2018-02-15 21:08:26,monde88
234,10,4,2," Zuba is on episode 8.. I swear I feel like u'very been watching the same episode.. back acting, irritating Zuba chick.. terrible acting.. annoying AF Zuba chick.. WTF! #Tizibika is the future",2018-02-15 21:04:34,Mister_Entitled
235,11,2,1,I second this motion! #Tizibika is IT!!!  https://twitter.com/iistargirl/status/964241555971338241 …,2018-02-15 21:03:27,monde88
236,2,0,1,Yaaaasss.  You're officially Ba Charles! Beware of Joyce but Enh. Siba jailika Baja #tizibika.,2018-02-15 20:57:42,Nalahru
237,3,1,2, umupondo kopala!!  I die this show #Tizibika,2018-02-15 20:56:54,Kassy90
238,59,1,16,Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? pic.twitter.com/PXtv6tktY9,2018-02-15 20:54:36,iistargirl
239,8,1,5,Enjoyed episode 2. Thandi and Hope am officially a fan.#Tizibika,2018-02-15 20:53:54,ThandiZV
240,8,1,3,Imwe #Tizibika I also want a Gucci bag please.  Ya this year aini.,2018-02-15 20:52:14,Nalahru
241,13,0,8,What is this show now? Bring back #tizibika,2018-02-15 20:51:44,PetersenZambia
