2018-02-16 07:52:43,b'RT @annitwani: #Tizibika is the best thing thats happened to Zambia....\nProud of u @KatongoChiluba\n\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbe'
2018-02-16 07:26:03,"b""Thanks for the support on Tizibika show. Couldn't have done it without great directors as Nancy and Tozy.the team a\xe2\x80\xa6 https://t.co/4fSv3BOGOT"""
2018-02-16 07:10:25,"b'I definitely love the concept, the two ladies are doing a great job. Kindly work on the extras/supporting actors whatever they are.#tizibika'"
2018-02-16 06:45:39,b'RT @LuluHaangala: FINALLY watched #Tizibika its ARRRMMMAAAZZZIIINNGG!!! #wekeepmoving'
2018-02-16 06:35:03,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-16 06:30:10,b'RT @Novel_Cee: Noooooooo!! Someone petition for #tizibika to be extended to an hour\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad'
2018-02-16 06:01:03,b'Now this is how you handle shit\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f#Tizibika https://t.co/ydpy0qdYB5'
2018-02-16 05:56:45,b'RT @iistargirl: Vina is rubbish. Can Zambezi magic please cancel it and make #Tizibika longer ? https://t.co/PXtv6tktY9'
2018-02-16 05:34:42,b'RT @kristina_miti: I know of so many Lusaka girls that have stolen eachothers \xe2\x80\x9cBa Charles\xe2\x80\x9d \nIt\xe2\x80\x99s a shame \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#tizibika'
2018-02-16 05:25:36,"b""RT @iistargirl: Wezi's face lit up when she heard the money he has #tizibika"""
2018-02-16 05:25:00,"b""RT @Tashy_WashyXO: #Tizibika needs an earlier time slot \xf0\x9f\x98\xa5\xf0\x9f\x98\xa5\xf0\x9f\x98\xa5 dozed off then I remembered I have something important to do at 22 \xf0\x9f\x98\x82 even Zuba'\xe2\x80\xa6"""
