,likes,replies,retweets,text,timestamp,user
207,4,1,4,Mukwete ama shinga? #TizibakaSexTape in HD on deck. DM for details... Accepting mobile money and e-wallet... Namunfwa #Tizibika  te yabana iya bena Martin.,2018-02-08 20:43:47,ZambiazHarshTag
208,2,2,1,Chuff @tozy_b  ine l just yell action. #Tizibika,2018-02-08 20:42:49,arushapot
209,16,0,4,"#Tizibika  noti DMF zambia,cool stuff",2018-02-08 20:41:34,Zambianated_OmA
210,3,1,2,The show is a hit @tozy_b #Tizibika,2018-02-08 20:41:15,DarealysTawanda
211,74,8,11,"Thank you to everyone who watched #Tizibika , we appreciate the feedback.  Thank you so much.  There is a repeat tomorrow at 18:30. ",2018-02-08 20:38:45,arushapot
212,10,2,3,Who do I speak to about "guest appearing" on #tizibika ,2018-02-08 20:38:42,Tashy_WashyXO
213,8,0,5,I'd like to thank @zambezimagictv for giving us such a show! #Tizibika is such a hit and I loved every minute of it!,2018-02-08 20:38:36,tabbethsainte
214,17,2,9,I’m proud of everyone involved @tozy_b @arushapot @Mister_Entitled. #TIZIBIKA is BRILLIANT ,2018-02-08 20:38:02,NubianSkywalker
215,10,0,5,I couldn’t even get up to go grab my charger #Tizibika is sssssoooo good. #TGIT Zambezi magic for sure. I’m very impressed!!,2018-02-08 20:37:24,8sheetBanda_
216,8,0,3,You have a fan #Tizibika ,2018-02-08 20:37:15,Klumzyballerina
217,5,1,2,@tozy_b #Tizibika is trending! Yeah....,2018-02-08 20:36:52,Bembagirl90
218,17,0,5,The show was an insight of day to day lives and the girls really did execute it well . I'm impressed #Tizibika,2018-02-08 20:36:32,iistargirl
219,5,1,5,Congratulations @tozy_b (you're doing amazing sweetie) and the #tizibika team.,2018-02-08 20:36:26,KonNkhata
220,10,0,3,#Tizibika funny. Engaging. So much truth too. Lol. Thank you guys ,2018-02-08 20:36:00,MissMuyunda
221,17,1,12,Shout out to @tozy_b... Make some noise for @tozy_b for the amazing writing #Tizibika,2018-02-08 20:34:27,ZambiazHarshTag
222,6,0,2,Yasss what an awesome show #Tizibika,2018-02-08 20:32:19,TheZedBishop
223,29,0,9,#tizibika is just brilliant! They managed to make me laugh out loud. this is the  #zed  entertainment I need. ,2018-02-08 20:31:30,maluba96
224,14,2,6,I'm honestly beyond impressed with #Tizibika whoever is behind it kudos...,2018-02-08 20:31:18,jumaniza
225,8,1,3,Y'all still hiring ?#tizibika,2018-02-08 20:31:11,chisongo_ernest
226,23,3,6,So #Tizibika I love the concept and the two leads are good and charismatic also that opening sequence is glorious who did it?? For real that's world class. Now the problems... A thread I guess,2018-02-08 20:30:53,kiddtic
227,5,0,4,#Tizibika ,2018-02-08 20:30:47,prollyawesome22
228,18,3,7,I'm so proud of you @Mister_Entitled for #Tizibika it's a hit fam. I'm so so proud of you ,2018-02-08 20:30:12,DarealysTawanda
229,17,0,3,Zambian Tv is popping yall @zambezimagictv 160 @DStvZambia #Tizibika is something else too ,2018-02-08 20:30:04,Lungowe_Sims
230,86,1,21,I would like to thank Zambezi magic for doing the damn thing from fever to #Zuba and now #tizibika ,2018-02-08 20:29:32,iistargirl
231,6,0,1,Anyone with the link to the tape? #Tizibika,2018-02-08 20:29:29,C_jay10
232,7,2,1,Wait? Are they censoring the name Iris?!  #Tizibika,2018-02-08 20:29:08,MissMuyunda
